L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients
RET,RET-10,RET-10-15,RET-10-15-13,RET-10-15-13-10,Meatzza,"Meatzza Chicken Chapli Kebab, 1 Kg","Coarse ground chicken meat mixed exotic Indian herbs and pieces. Formed and cooked to perfection.Chicken Chapli Kebab is said to have originated in Asia and the middle east.
It is popular across this region and loved by the people. It is in the shape of a patty. It can be served with buns and sandwiches after cooking it thoroughly.
Whenever you have Hunger Pangs or you are planning a party you want something quick, open a pack of Meatzza Snackers. Just heat and eat.",1 Kg,Kg,1 Kg,1,1,720,720,"Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501",India,40183640,1.00121E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40183640_5-meatzza-chicken-chapli-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183640-2_10-meatzza-chicken-chapli-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183640-3_10-meatzza-chicken-chapli-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183640-4_8-meatzza-chicken-chapli-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183640-5_9-meatzza-chicken-chapli-kebab.jpg,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '40183640, Country of origin': 'India, FSSAI Number': '10012064000222, Manufactured & Marketed By': 'Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501","Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501",-,-,"Boneless Chicken Meat, Water Fresh Vegetables, Soya Protein, Iodised Salt, Spices & Condiments, Egg, Roasted Chana Powder, Refined Oil, Anti-Oxidant(INS 316)"
RET,RET-10,RET-10-15,RET-10-15-13,RET-10-15-13-10,Meatzza,"Meatzza Chicken Chapli Kebab, 500 g","Coarse ground chicken meat mixed exotic Indian herbs and pieces. Formed and cooked to perfection.
Chicken Chapli Kebab is said to have originated in Asia and the middle east. It is popular across this region and loved by the people.
It is in the shape of a patty. It can be served with buns and sandwiches after cooking it thoroughly.
Whenever you have Hunger Pangs or you are planning a party you want something quick, open a pack of Meatzza Snackers. Just heat and eat.",500 g,g,500 g,1,1,390,390,"Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501",India,40183639,1.00121E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40183639_4-meatzza-chicken-chapli-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183639-2_7-meatzza-chicken-chapli-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183639-3_8-meatzza-chicken-chapli-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183639-4_7-meatzza-chicken-chapli-kebab.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183639-5_7-meatzza-chicken-chapli-kebab.jpg,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '40183639, Country of origin': 'India, FSSAI Number': '10012064000222, Manufactured & Marketed By': 'Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501","Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501",-,-,"Boneless Chicken Meat, Water Fresh Vegetables, Soya Protein, Iodised Salt, Spices & Condiments, Egg, Roasted Chana Powder, Refined Oil, Anti-oxidant(INS 316)"
RET,RET-10,RET-10-15,RET-10-15-13,RET-10-15-13-10,Meatzza,"Meatzza Chicken Cheese Onion Sausages, 200 g","Meatzza Chicken Cheese Onion Sausage are a flavourful and perfectly balanced flavour. They have a smoke flavour intense, deliciously rich. This sausage is a thin smoky and cheese flavour. It is cured and naturally smoked that has an authentic flavour. It is nutty, sweet and has a buttery taste. It is rich in vitamins and minerals. It can be added as an ingredient to add flavour to other dishes.
Benefits:
It is gluten-free, does not contain added MSG, fillers, artificial flavour or colour. 
It has a nice smoky flavour. 
It is easy to cook and serve.",200 g,g,200 g,1,1,210,210,"Darshan foods Pvt LTd, DARSHAN FOODS PVT LTD,246, Sector-3,Industrial Growth Center Bawal, Haryana-123501",India,40223910,1.00181E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40223910_1-meatzza-chicken-cheese-onion-sausages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223910-2_1-meatzza-chicken-cheese-onion-sausages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223910-3_1-meatzza-chicken-cheese-onion-sausages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223910-4_1-meatzza-chicken-cheese-onion-sausages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223910-5_1-meatzza-chicken-cheese-onion-sausages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223910-6_1-meatzza-chicken-cheese-onion-sausages.jpg,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '40223910, Country of origin': 'India, Marketed&Sources by': '424,PACE CITY -2, SECTOR-37, GURGAON HARYANA-122004(INDIA), FSSAI details': '10018064001515","424,PACE CITY -2, SECTOR-37, GURGAON HARYANA-122004(INDIA)",-,-,"Boneless Chicken Meat, water, Cheese, Potato Starch, Refined Soyabean Oil, Dehydrated white Onion Flakes, Iodized Salt, Soya Protein, Black Pepper, Wheat Fibre, Sequestrant {INS 151(i)}, Paprika Seasoning ( Maltodextrin Powder Spices and Condiments, Beet and Fruit Extract Powder, Anticaking Agent INS-551, Nature Identical Flavouring Substances), oxidant (INS 316), Colour Fixative (INS 250)."
RET,RET-10,RET-10-15,RET-10-15-13,RET-10-15-13-10,Meatzza,"Meatzza Chicken Cheese Pops - Jalapeno, 400 g","Meatzza Chicken Jalapeno Cheese Pops are small pieces of deboned chicken meat. It is made with high-quality chicken, that is breaded. These are a delicious appetizer that is enjoyed by children and adults, alike. Once fried it has a nice light, crisp exterior and a juicy centre. We bring to you a frozen piece of chicken nuggets. It is hygienically packed and easy to make. It is nutritious, tasty and high in protein.
Benefits:
It is made with fresh and natural ingredients. 
Make delicious meals within minutes. 
Without any added preservatives and is hygienically packed.
Makes your cooking life easy.",400 g,g,400 g,1,1,310,310,"Darshan foods Pvt LTd, DARSHAN FOODS PVT LTD,246, Sector-3,Industrial Growth Center Bawal, Haryana-123501",India,8.90406E+12,1.00181E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40223911_1-meatzza-chicken-cheese-pops-jalapeno.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223911-2_1-meatzza-chicken-cheese-pops-jalapeno.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223911-3_1-meatzza-chicken-cheese-pops-jalapeno.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223911-4_1-meatzza-chicken-cheese-pops-jalapeno.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223911-5_1-meatzza-chicken-cheese-pops-jalapeno.jpg,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '8904055905834, Country of origin': 'India, Marketed&Sources by': '424,PACE CITY -2, SECTOR-37, GURGAON HARYANA-122004(INDIA), FSSAI details': '10018064001515","424,PACE CITY -2, SECTOR-37, GURGAON HARYANA-122004(INDIA)",-,-,"Boneless Chicken Meat, Cheese, Refined Soyabean Oil, Bread Crumb {Refined Wheat Flour, Starch, Rice Bran Oil, Iodized Salt, Yeast, Wheat Gluten, Spices and Condiments ( Paprika, Turmeric)}, Diced jalapeno, Predust and Bread crumb { Dextrose, Preservative (INS 282), Acidity Regulator (INS 260) }, Cheese Filling Sause {Water, Stabilizers (E1442, E1450, E415), Cheese Powder, Shortening Powder [Stabilizers (E339ii, E340ii, E407), Emulsifier (E471), Anticaking Agent (E551), Acidity Regulator (E331iii)1, Milk Solids, Iodised Salt, Acidity Regulators (E270, E260), Antioxidant (E300), Flavourings, Preservatives (E211, E202), Sequestrant (E385) }, Water, Batter {Stabilizer (INS 466)}, Seasoning Starches ( Tapioca, Corn), Spices and condiments(Garlic, Green Chili, Black Pepper, Onion, Capsicum), Sugar, Vinegar Flavour Enhancers INS 627 INS 631 ."
RET,RET-10,RET-10-15,RET-10-15-13,RET-10-15-13-10,Meatzza,"Meatzza Chicken Cheese Pops - Pizza, 400 g","Meatzza Chicken Pizza Cheese Pops are small pieces of deboned chicken meat. It is made with high-quality chicken, that is breaded. These are a delicious appetizer that is enjoyed by children and adults, alike. Once fried it has a nice light, crisp exterior and a juicy centre. We bring to you a frozen pieces of chicken nuggets. It is hygienically packed and easy to make. It is nutritious, tasty and high in protein.
Benefits:
 It is made with fresh and natural ingredients. 
Make delicious meals within minutes. 
Without any added preservatives and is hygienically packed. 
Makes your cooking life easy.",400 g,g,400 g,1,1,310,310,"Darshan foods Pvt LTd, DARSHAN FOODS PVT LTD,246, Sector-3,Industrial Growth Center Bawal, Haryana-123501",India,8.90406E+12,1.00181E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40223912_1-meatzza-chicken-cheese-pops-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223912-2_1-meatzza-chicken-cheese-pops-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223912-3_1-meatzza-chicken-cheese-pops-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223912-4_1-meatzza-chicken-cheese-pops-pizza.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223912-5_1-meatzza-chicken-cheese-pops-pizza.jpg,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '8904055906497, Country of origin': 'India, Marketed&Sources by': '424,PACE CITY -2, SECTOR-37, GURGAON HARYANA-122004(INDIA), FSSAI details': '10018064001515","424,PACE CITY -2, SECTOR-37, GURGAON HARYANA-122004(INDIA)",-,-,"Boneless Chicken Meat, Refined Soyabean Oil, Cheese, Water, Bread Crumb {Refined Wheat lour, Starch, Rice Bran Oil Iodized Salt least, Wheat Gluten, Spices and Condiments ( Paprika, Turmeric)), tomato Paste, Predust and Bread Crumb ( Dextrose, Preservative (INS 282), Acidity Regulator (INS 260) L onion Capsicum, Batter (Stabilizer (INS 16611, Iodized Salt, Coriander, White Pepper, Soya Protein, Red Chili Flakes, Seguestrant {INS 451(10}, Oregano, Ginger, Garlic, Antioxidant (INS 316)."
RET,RET-10,RET-10-15,RET-10-15-13,RET-10-15-13-10,Meatzza,"Meatzza Chicken Fries, 500 g","Boneless chicken meat, formed, batter-coated and breadcrumbed.
Made from chicken, our Chicken Fries are seasoned with light spices and herbs along with crisp breading.
Chicken Fries are made in the shape of fries and can be had with the accompaniment of delicious sauces. 
Whenever you have Hunger Pangs or you are planning a party you want something quick, open a pack of Meatzza Snackers. Just heat and eat.",500 g,g,500 g,1,1,310,310,"Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501",India,40183636,1.00121E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40183636_4-meatzza-chicken-fries.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183636-2_9-meatzza-chicken-fries.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183636-3_9-meatzza-chicken-fries.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183636-4_8-meatzza-chicken-fries.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183636-5_9-meatzza-chicken-fries.jpg,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '40183636, Country of origin': 'India, FSSAI Number': '10012064000222, Manufactured & Marketed By': 'Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501","Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501",-,-,"Boneless Chicken Meat, Water, Refined Palm Olein Oil, Bread Crumb, Iodised Salt, Yeast, Acidity Regulator, Isolated Soy Protein, Predust, Coriander Leaves, Sequestrant."
RET,RET-10,RET-10-15,RET-10-15-13,RET-10-15-13-10,Meatzza,"Meatzza Chicken Jalapeno Cheese Nuggets, 300 g","Boneless chicken meat, formed, batter-coated & breadcrumbed.
Bite into these mildly spiced cheese nuggets every weekend.Enjoy it with family and friends.
Whenever you have Hunger Pangs or you are planning a party you want something quick, open a pack of Meatzza Snackers.
Just heat and eat.",300 g,g,300 g,1,1,315,315,"Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501",India,40183638,1.00121E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40183638_4-meatzza-chicken-jalapeno-cheese-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183638-2_6-meatzza-chicken-jalapeno-cheese-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183638-3_6-meatzza-chicken-jalapeno-cheese-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183638-4_6-meatzza-chicken-jalapeno-cheese-nuggets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183638-5_6-meatzza-chicken-jalapeno-cheese-nuggets.jpg,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '40183638, Country of origin': 'India, FSSAI Number': '10012064000222, Manufactured & Marketed By': 'Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501","Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501",-,-,"Boneless Meat, Cheese, Refined Oil, Water, Bread, Starch, Rice Flour, Salt, Garlic, Yellow Corn Flour, Sugar, Vinegar Powder,"
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Meatzza,"Meatzza Chicken Spicy Breast Strips, 500 g","Coarse Ground Chicken breast meat, seasoned, formed and coated in a crunchy crunch.
Chicken is loved by people everywhere and can be had with loved ones. Enjoy it on weekends or whenever you like.
The seasoning and crunchiness will make for the perfect treat to lighten up your mood.
Whenever you have Hunger Pangs or you are planning a party you want something quick, open a pack of Meatzza Snackers. Just heat and eat.",500 g,g,500 g,1,1,365,365,"Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501",India,8.90406E+12,1.00121E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40183635_4-meatzza-chicken-spicy-breast-strips.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183635-2_7-meatzza-chicken-spicy-breast-strips.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183635-3_7-meatzza-chicken-spicy-breast-strips.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183635-4_7-meatzza-chicken-spicy-breast-strips.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40183635-5_7-meatzza-chicken-spicy-breast-strips.jpg,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '8904055605667, Country of origin': 'India, FSSAI Number': '10012064000222, Manufactured & Marketed By': 'Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501","Darshan foods Pvt Ltd,DARSGAN FOODS PVT LTD, 264, SECTOR-3, INDUSTRIAL GROWTHCENTER, BAWAL, HARYANA-123501",-,-,"Chicken Meat
Water, Bread
Edible Vegetable Oil
Stabiliser
Sugar"
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Meatzza,"Meatzza Chicken Wings, 500 g","Chicken Wings are very easy to cook and is non-vegetarian lover's favourite. When sprinkled with seasonings, it makes the perfect starter.
Chicken has a very high protein content and is good for sustaining the muscles. With its high nutritional value, eating chicken will help you stay healthy. It is one of the most popular meat source consumed around the world.",500 g,g,500 g,1,1,230,230,"Darshan Foods Pvt Ltd, 246,Secto-3, Industrial Growth Center, Bawal-123501,Haryana(India)",India,8.90406E+12,1.00121E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40200851_1-meatzza-chicken-wings.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200851-2_1-meatzza-chicken-wings.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200851-3_1-meatzza-chicken-wings.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200851-4_1-meatzza-chicken-wings.jpg,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '8904055905476, FSSAI Number': '10012064000222, Manufactured & Marketed By': 'Darshan Foods Pvt Ltd, 246,Secto-3, Industrial Growth Center, Bawal-123501,Haryana(India), Country of Origin': 'India","Darshan Foods Pvt Ltd, 246,Secto-3, Industrial Growth Center, Bawal-123501,Haryana(India)",-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Meatzza,"Meatzza Fresh Boneless Chicken Breast, 500 g","Breast pieces processed from dressed whole bird. Very soft and tender in nature, ideal for roasting and good to use in dry heat. Should be Kept Frozen at or below -18 C",500 g,g,500 g,1,1,260,260,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,8.90406E+12,"10012064000222, 10018064001515",https://datalabs.siva3.io/image/Eunimart_groceries_40055084_2-meatzza-fresh-boneless-chicken-breast.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055084-2_2-meatzza-fresh-boneless-chicken-breast.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055084-3_1-meatzza-fresh-boneless-chicken-breast.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055084-4_1-meatzza-fresh-boneless-chicken-breast.jpg,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '8904055904868, Manufactured & Marketed by': 'DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501, Country of origin': 'India","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Meatzza,"Meatzza Fresh Boneless Chicken Thighs, 500 g","Leg pieces processed from dressed whole bird. Very soft and tender in nature, ideal for roasting and good to use in dry heat. Should be Kept Frozen at or below -18 C",500 g,g,500 g,1,1,280,280,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,40055085,"10012064000222, 10018064001515",https://datalabs.siva3.io/image/Eunimart_groceries_40055085_2-meatzza-fresh-boneless-chicken-thighs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055085-2_4-meatzza-fresh-boneless-chicken-thighs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055085-3_1-meatzza-fresh-boneless-chicken-thighs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055085-4_1-meatzza-fresh-boneless-chicken-thighs.jpg,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '40055085, Manufactured & Marketed by': 'DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501, Country of origin': 'India","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Meatzza,"Meatzza Fresh Chicken Curry Cut Bone In, 500 g",Curry cut processed from the entire carcass. It's always with body bone and good to make Indian curries. Should be Kept Frozen at or below -18 C,500 g,g,500 g,1,1,120,120,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,40055088,"10012064000222, 10018064001515",https://datalabs.siva3.io/image/Eunimart_groceries_40055088_4-meatzza-fresh-chicken-curry-cut-bone-in.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055088-2_2-meatzza-fresh-chicken-curry-cut-bone-in.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055088-3_2-meatzza-fresh-chicken-curry-cut-bone-in.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055088-4_1-meatzza-fresh-chicken-curry-cut-bone-in.jpg,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Keep frozen. Thaw before using.,"EAN Code': '40055088, Manufactured & Marketed by': 'DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501, Country of origin': 'India","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,Fresh Frozen Raw Skinless Chicken Curry Cut Bone In Cleaned & trimmed.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Meatzza,"Meatzza Fresh Chicken Drumsticks, 500 g","Leg pieces processed from dressed whole bird. Very soft and tender in nature, ideal for roasting and good to use in dry heat. Should be Kept Frozen at or below -18 C",500 g,g,500 g,1,1,160,160,"DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",India,40055086,"10012064000222, 10018064001515",https://datalabs.siva3.io/image/Eunimart_groceries_40055086_3-meatzza-fresh-chicken-drumsticks.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055086-2_3-meatzza-fresh-chicken-drumsticks.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055086-3_1-meatzza-fresh-chicken-drumsticks.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055086-4_1-meatzza-fresh-chicken-drumsticks.jpg,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '40055086, Manufactured & Marketed by': 'DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501, Country of origin': 'India","DARSHAN FOODS PRIVATE LIMITED, 246, SECTOR 3, INDUSTRIAL GROWTH CENTRE, BAWAL, HARYANA -123501",-,-,-
RET,RET-10,RET-10-15,RET-10-15-13,RET-10-15-13-10,Meatzza,"Meatzza Krispy Fried Chicken, 500 g","Boneless chicken breast, minced and seasoned with spices and other ingredients and formed like natural cut crispy fried chicken, coated and fried.
This product can be air fried/baked or deep fried as per customer preference.",500 g,g,500 g,1,1,405,364.5,"Darshan Foods Pvt Ltd, 246,Secto-3, Industrial Growth Center, Bawal-123501,Haryana(India)",India,40201002,1.00121E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40201002_2-meatzza-krispy-fried-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201002-2_2-meatzza-krispy-fried-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201002-3_2-meatzza-krispy-fried-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201002-4_2-meatzza-krispy-fried-chicken.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201002-5_1-meatzza-krispy-fried-chicken.jpg,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '40201002, FSSAI Number': '10012064000222, Manufactured & Marketed By': 'Darshan Foods Pvt Ltd, 246,Secto-3, Industrial Growth Center, Bawal-123501,Haryana(India), Country of Origin': 'India","Darshan Foods Pvt Ltd, 246,Secto-3, Industrial Growth Center, Bawal-123501,Haryana(India)",-,-,"Chicken Meat, Water, Bread, Edible Vegetable Oil, Stabiliser, Sugar"
